utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	span_id	span_utterance_id	span_start	span_length	span_text	span_type	span_flag	importance_abs	importance_abs_2	importance_abs_3	importance2_abs	importance2_abs_2	importance2_abs_3	sub_span_id	sub_span_utterance_id	sub_span_start	sub_span_length	sub_span_text	negation	memo	demon_span_id	demon_span_utterance_id	demon_span_start	demon_span_length	demon_span_text
374	8	1	agent	この度のご利用、誠にありがとうございます。		0	0	0																									
375	8	2	agent	お客様のお宿探しのお手伝いをいたします。		0	0	0																									
376	8	3	agent	ご旅行される地域やお日付、人数などはお決まりでしょうか。		0	0	0																									
377	8	4	user	女性３人で、宮崎へ３泊４日の旅行に行きたいと思っています。	要求	0	0	0	121	377	2	2	３人	人数	NIOT:大人人数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
377	8	4	user	女性３人で、宮崎へ３泊４日の旅行に行きたいと思っています。	要求	0	0	0	122	377	6	2	宮崎	旅行	RYAR:旅行エリア	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
377	8	4	user	女性３人で、宮崎へ３泊４日の旅行に行きたいと思っています。	要求	0	0	0	123	377	9	4	３泊４日	スケジュール	SCNU:宿泊数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
377	8	4	user	女性３人で、宮崎へ３泊４日の旅行に行きたいと思っています。	要求	0	0	0	276	377	0	2	女性	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
378	8	5	user	日付は４月１日を予定しています。	要求	0	0	0	124	378	3	4	４月１日	スケジュール	SCDA:宿泊日	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
379	8	6	agent	かしこまりました。		0	0	0																									
380	8	7	agent	宮崎へのご旅行は観光ということでよろしいでしょうか？		0	0	0																									
381	8	8	user	そうです。	はい	0	0	0																									
382	8	9	user	神社や、自然を楽しめる場所を巡ろうかと思いまして。	要求	0	0	0	277	382	0	17	神社や、自然を楽しめる場所を巡ろう	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	3_strong						0						
383	8	10	agent	さようでございますか。		0	0	0																									
384	8	11	agent	ご旅行はお車でなさいますか？		0	0	0																									
385	8	12	agent	それとも公共交通機関でしょうか？		0	0	0																									
386	8	13	user	３人とも免許がないので、公共交通機関を利用します。	照応要求	0	0	0	126	385	4	6	公共交通機関	立地	RIBA:立地 (場所)	3_strong	2_neutral	2_neutral		2_neutral	3_strong						0		85	386	12	6	公共交通機関
387	8	14	user	ですから有名な観光スポットにアクセスが良い宿に泊まりたいのですが。	要求	0	0	0	127	387	4	17	有名な観光スポットにアクセスが良い	立地	RIAC:立地 (アクティビティ)	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral						0						
388	8	15	agent	かしこまりました。		0	0	0																									
389	8	16	agent	観光スポットにアクセスしやすい場所でお調べいたします。		0	0	0																									
390	8	17	agent	こちらは３泊の長いご旅行で、お荷物が多くなるかと思います。		0	0	0																									
391	8	18	agent	公共交通機関でのご旅行でしたら、最寄り駅から送迎サービスのあるお宿をお探ししましょうか？		0	0	0																									
392	8	19	user	そうですね、ぜひお願いします。	はい	0	0	0																									
393	8	20	user	ところで、宮崎は温泉はありましたっけ？	確認	0	0	0																									
