utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	span_id	span_utterance_id	span_start	span_length	span_text	span_type	span_flag	importance_abs	importance_abs_2	importance_abs_3	importance2_abs	importance2_abs_2	importance2_abs_3	sub_span_id	sub_span_utterance_id	sub_span_start	sub_span_length	sub_span_text	negation	memo	demon_span_id	demon_span_utterance_id	demon_span_start	demon_span_length	demon_span_text
7851	145	1	agent	この度のご利用、誠にありがとうございます。		0	0	0																									
7852	145	2	agent	お客様のお宿探しのお手伝いをいたします。		0	0	0																									
7853	145	3	agent	お客様のご希望をお聞かせいただけますでしょうか？		0	0	0																									
7854	145	4	user	シルバーウィークに会社の女性の同期３人で東北の温泉に行きたいと思っております。	要求	0	0	0	2507	7854	0	8	シルバーウィーク	スケジュール	SCSE:時期	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	3_strong						0						
7854	145	4	user	シルバーウィークに会社の女性の同期３人で東北の温泉に行きたいと思っております。	要求	0	0	0	2510	7854	9	8	会社の女性の同期	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
7854	145	4	user	シルバーウィークに会社の女性の同期３人で東北の温泉に行きたいと思っております。	要求	0	0	0	2511	7854	17	2	３人	人数	NIOT:大人人数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
7854	145	4	user	シルバーウィークに会社の女性の同期３人で東北の温泉に行きたいと思っております。	要求	0	0	0	2512	7854	20	2	東北	旅行	RYAR:旅行エリア	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
7854	145	4	user	シルバーウィークに会社の女性の同期３人で東北の温泉に行きたいと思っております。	要求	0	0	0	2513	7854	23	2	温泉	風呂	FUTY:風呂種類	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral						0						
7855	145	5	user	ゆっくりとできる温泉宿を探しております。	要求	0	0	0	2514	7855	0	8	ゆっくりとできる	宿	YAEN:宿環境	2_neutral	2_neutral	2_neutral	1_weak	2_neutral	2_neutral						0						
7855	145	5	user	ゆっくりとできる温泉宿を探しております。	要求	0	0	0	2515	7855	8	3	温泉宿	宿	YATY:宿タイプ	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral						0						
7856	145	6	agent	かしこまりました。		0	0	0																									
7857	145	7	agent	ご利用泊数がお決まりでしたら教えてください。		0	0	0																									
7858	145	8	user	９月中旬に２泊です。	要求	0	0	0	2516	7858	0	4	９月中旬	スケジュール	SCSE:時期	2_neutral	2_neutral	2_neutral	2_neutral	1_weak	3_strong						0						
7858	145	8	user	９月中旬に２泊です。	要求	0	0	0	2517	7858	5	2	２泊	スケジュール	SCNU:宿泊数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
7859	145	9	agent	かしこまりました。		0	0	0																									
7860	145	10	agent	ご予算の方はどのくらいでお考えでしょうか？		0	0	0																									
