utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	span_id	span_utterance_id	span_start	span_length	span_text	span_type	span_flag	importance_abs	importance_abs_2	importance_abs_3	importance2_abs	importance2_abs_2	importance2_abs_3	sub_span_id	sub_span_utterance_id	sub_span_start	sub_span_length	sub_span_text	negation	memo	demon_span_id	demon_span_utterance_id	demon_span_start	demon_span_length	demon_span_text
1265	25	1	agent	宿予約サービスのご利用ありがとうございます。		0	0	0																									
1266	25	2	agent	宿について重視したい点をお聞かせください。		0	0	0																									
1267	25	3	user	来月友人と三人で宮崎に行きたいです。	要求	0	0	0	824	1267	0	2	来月	スケジュール	SCSE:時期	2_neutral	2_neutral	2_neutral	2_neutral	3_strong	3_strong						0						
1267	25	3	user	来月友人と三人で宮崎に行きたいです。	要求	0	0	0	825	1267	2	2	友人	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1267	25	3	user	来月友人と三人で宮崎に行きたいです。	要求	0	0	0	826	1267	5	2	三人	人数	NIOT:大人人数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1267	25	3	user	来月友人と三人で宮崎に行きたいです。	要求	0	0	0	827	1267	8	2	宮崎	旅行	RYAR:旅行エリア	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1268	25	4	user	女三人なので、おしゃれな宿を探しています。	要求	0	0	0	828	1268	0	3	女三人	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1268	25	4	user	女三人なので、おしゃれな宿を探しています。	要求	0	0	0	829	1268	1	2	三人	人数	NIOT:大人人数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1268	25	4	user	女三人なので、おしゃれな宿を探しています。	要求	0	0	0	830	1268	7	5	おしゃれな	宿	YAEN:宿環境	2_neutral	3_strong	2_neutral	1_weak		2_neutral						0						
1269	25	5	agent	さようでございますか。		0	0	0																									
1270	25	6	agent	それでは来月のご旅行とのことですが、何日かお決まりでしょうか？		0	0	0																									
1271	25	7	user	１４日から一泊で。	要求	0	0	0	831	1271	0	5	１４日から	スケジュール	SCDA:宿泊日	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1271	25	7	user	１４日から一泊で。	要求	0	0	0	832	1271	5	2	一泊	スケジュール	SCNU:宿泊数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1272	25	8	agent	かしこまりました。		0	0	0																									
1273	25	9	agent	おしゃれな宿をお探しとのことですが、どのようなところがよいか具体的なご希望はございますでしょうか？		0	0	0																									
1274	25	10	agent	例えば海沿いのリゾートホテルや山沿いのコテージなど、さまざまございます。		0	0	0																									
10853	25	11	user	初めてなので、地理的なことがあまり詳しくわかってませんが。できれば、海沿いかな。	要求	0	0	0	833	10853	34	3	海沿い	立地	RIAC:立地 (アクティビティ)	1_weak	1_weak	1_weak									0						
1277	25	13	agent	かしこまりました。		0	0	0																									
1278	25	14	agent	お宿のタイプはホテルでよろしいでしょうか？		0	0	0																									
1279	25	15	agent	館内の施設でアクティビティをお楽しみいただけるリゾートタイプがよろしいですか？		0	0	0																									
1280	25	16	agent	それとも、観光は外でなさるようでしたら、一般的なシティホテルにいたしましょうか？		0	0	0																									
1281	25	17	user	予算が一人１万円くらいでと思っています。	要求	0	0	0	834	1281	5	6	１万円くらい	予算	YOYO:予算	2_neutral	2_neutral	2_neutral	1_weak	1_weak	1_weak	95	1281	3	2	一人							
1282	25	18	user	ちょっと欲張りですが、ホテルにエステとかあると嬉しいです。	要求	0	0	0	835	1282	15	3	エステ	施設	SHPO:施設条件 (プールスパ)	1_weak	2_neutral	1_weak		2_neutral	2_neutral						0						
1282	25	18	user	ちょっと欲張りですが、ホテルにエステとかあると嬉しいです。	要求	0	0	0	836	1282	11	3	ホテル	宿	YATY:宿タイプ	1_weak	2_neutral	1_weak		2_neutral	2_neutral						0						
1283	25	19	agent	かしこまりました。		0	0	0																									
1284	25	20	agent	それでは、ご予算１万円くらいで、館内にエステのあるホテルをお調べいたします。		0	0	0																									
1285	25	21	agent	お部屋ですが、１室のトリプルルームがよろしいでしょうか？		0	0	0																									
1286	25	22	agent	それとも、皆さまシングルで別々になさいますか？		0	0	0																									
