utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	span_id	span_utterance_id	span_start	span_length	span_text	span_type	span_flag	importance_abs	importance_abs_2	importance_abs_3	importance2_abs	importance2_abs_2	importance2_abs_3	sub_span_id	sub_span_utterance_id	sub_span_start	sub_span_length	sub_span_text	negation	memo	demon_span_id	demon_span_utterance_id	demon_span_start	demon_span_length	demon_span_text
8141	151	1	agent	この度のご利用、誠にありがとうございます。		0	0	0																									
8142	151	2	agent	お客様のお宿探しのお手伝いをいたします。		0	0	0																									
8143	151	3	agent	お客様のご希望をお聞かせいただけますでしょうか？		0	0	0																									
8144	151	4	user	自分の両親の金婚式のお祝いに温泉宿を探しております。	要求	0	0	0	2389	8144	3	2	両親	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8144	151	4	user	自分の両親の金婚式のお祝いに温泉宿を探しております。	要求	0	0	0	2390	8144	3	10	両親の金婚式のお祝い	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8144	151	4	user	自分の両親の金婚式のお祝いに温泉宿を探しております。	要求	0	0	0	2391	8144	14	3	温泉宿	宿	YATY:宿タイプ	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral						0						
8145	151	5	agent	温泉宿ですね。		0	0	0																									
8146	151	6	agent	かしこまりました。		0	0	0																									
8147	151	7	agent	ご両親様との３人のご予約でよろしいですか？		0	0	0																									
8148	151	8	user	はい、私と両親の大人３名で予約をお願いします。	はい	0	0	0																									
8149	151	9	agent	３名様ですね。		0	0	0																									
8150	151	10	agent	かしこまりました。		0	0	0																									
8151	151	11	agent	行先はお決まりでしょうか？		0	0	0																									
8152	151	12	user	鹿児島県で良い所を探しております。	要求	0	0	0	2392	8152	0	4	鹿児島県	旅行	RYAR:旅行エリア	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8153	151	13	agent	かしこまりました。		0	0	0																									
8154	151	14	agent	金婚式ということで、ご予算の方は高めで設定してよろしいでしょうか？		0	0	0																									
8155	151	15	user	はい、少し高めで大丈夫ですが、４泊したいので一人当たり１０万円以内でお願いしたいと思います。	要求	0	0	0	2393	8155	3	4	少し高め	予算	YOKA:予算感	2_neutral	2_neutral	2_neutral	1_weak	2_neutral	2_neutral						0						
8155	151	15	user	はい、少し高めで大丈夫ですが、４泊したいので一人当たり１０万円以内でお願いしたいと思います。	要求	0	0	0	2394	8155	15	2	４泊	スケジュール	SCNU:宿泊数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8155	151	15	user	はい、少し高めで大丈夫ですが、４泊したいので一人当たり１０万円以内でお願いしたいと思います。	要求	0	0	0	2395	8155	27	6	１０万円以内	予算	YOYO:予算	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	1_weak	284	8155	22	2	一人	0						
8156	151	16	agent	１０万円以内ですね。		0	0	0																									
8157	151	17	agent	かしこまりました。		0	0	0																									
8158	151	18	agent	４泊ということですが、お日にちの方はお決まりでしょうか？		0	0	0																									
8159	151	19	user	来年の２月９日から４泊を希望しております。	要求	0	0	0	2396	8159	3	6	２月９日から	スケジュール	SCDA:宿泊日	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8159	151	19	user	来年の２月９日から４泊を希望しております。	要求	0	0	0	2397	8159	9	2	４泊	スケジュール	SCNU:宿泊数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8160	151	20	agent	かしこまりました。		0	0	0																									
8161	151	21	agent	予算高めとのことで、露天風呂がある温泉旅館はいかがでしょうか？		0	0	0																									
8162	151	22	user	とても良いと思います。	はい	0	0	0																									
8163	151	23	user	露天風呂付き客室であれば、更に良いと思います。	要求	0	0	0	2398	8163	0	8	露天風呂付き客室	部屋	HESE:部屋設備	1_weak	1_weak	2_neutral			2_neutral						0						
8164	151	24	agent	自室に露天風呂ですね。		0	0	0																									
8165	151	25	agent	そちらもお探しの条件に加えておきます。		0	0	0																									
8166	151	26	agent	お食事の方は朝夕付きでいかがでしょうか？		0	0	0																									
