utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	span_id	span_utterance_id	span_start	span_length	span_text	span_type	span_flag	importance_abs	importance_abs_2	importance_abs_3	importance2_abs	importance2_abs_2	importance2_abs_3	sub_span_id	sub_span_utterance_id	sub_span_start	sub_span_length	sub_span_text	negation	memo	demon_span_id	demon_span_utterance_id	demon_span_start	demon_span_length	demon_span_text
8240	153	1	agent	この度のご利用、誠にありがとうございます。		0	0	0																									
8241	153	2	agent	お客様のお宿探しのお手伝いをいたします。		0	0	0																									
8242	153	3	agent	お客様のご希望をお聞かせいただけますでしょうか？		0	0	0																									
8243	153	4	user	御朱印集めが趣味の友人と二人で、三重県に行きたいと思っています。	要求	0	0	0	2360	8243	9	2	友人	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8243	153	4	user	御朱印集めが趣味の友人と二人で、三重県に行きたいと思っています。	要求	0	0	0	2361	8243	12	2	二人	人数	NIOT:大人人数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8243	153	4	user	御朱印集めが趣味の友人と二人で、三重県に行きたいと思っています。	要求	0	0	0	2362	8243	16	3	三重県	旅行	RYAR:旅行エリア	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8243	153	4	user	御朱印集めが趣味の友人と二人で、三重県に行きたいと思っています。	要求	0	0	0	2364	8243	0	5	御朱印集め	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	3_strong						0						
8244	153	5	user	宿に温泉があると良いです。	要求	0	0	0	2363	8244	2	2	温泉	風呂	FUTY:風呂種類	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral						0						
8245	153	6	agent	かしこまりました。		0	0	0																									
8246	153	7	agent	御朱印集め素敵ですね。		0	0	0																									
8247	153	8	agent	お日にちの方はお決まりでしょうか？		0	0	0																									
8248	153	9	user	９月２２日から２泊を希望しています。	要求	0	0	0	2365	8248	0	7	９月２２日から	スケジュール	SCDA:宿泊日	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8248	153	9	user	９月２２日から２泊を希望しています。	要求	0	0	0	2367	8248	7	2	２泊	スケジュール	SCNU:宿泊数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8249	153	10	agent	かしこまりました。		0	0	0																									
8250	153	11	agent	温泉宿をご希望とのことですが、少し予算設定を高めで露天風呂があるものをお探ししましょうか？		0	0	0																									
8251	153	12	user	露天風呂は有っても無くても構いません。	要求	0	0	0	2368	8251	0	4	露天風呂	風呂	FUTY:風呂種類	1_weak	1_weak	1_weak									0	＄					
8252	153	13	user	歩き疲れると思うので、エステかマッサージサービスがある宿が良いです。	要求	0	0	0	2369	8252	11	3	エステ	施設	SHPO:施設条件 (プールスパ)	2_neutral	2_neutral	2_neutral	1_weak	2_neutral	1_weak						0						
8252	153	13	user	歩き疲れると思うので、エステかマッサージサービスがある宿が良いです。	要求	0	0	0	2370	8252	15	5	マッサージ	施設	SHPO:施設条件 (プールスパ)	2_neutral	2_neutral	2_neutral	1_weak	2_neutral	1_weak						0						
8253	153	14	user	予算は一人１泊２万円以内でお願いします。	要求	0	0	0	2371	8253	7	5	２万円以内	予算	YOYO:予算	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	1_weak	281	8253	3	2	一人	0						
8253	153	14	user	予算は一人１泊２万円以内でお願いします。	要求	0	0	0	2371	8253	7	5	２万円以内	予算	YOYO:予算	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	1_weak	282	8253	5	2	１泊	0						
8254	153	15	agent	かしこまりました。		0	0	0																									
