utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	span_id	span_utterance_id	span_start	span_length	span_text	span_type	span_flag	importance_abs	importance_abs_2	importance_abs_3	importance2_abs	importance2_abs_2	importance2_abs_3	sub_span_id	sub_span_utterance_id	sub_span_start	sub_span_length	sub_span_text	negation	memo	demon_span_id	demon_span_utterance_id	demon_span_start	demon_span_length	demon_span_text
8932	169	1	agent	この度のご利用、誠にありがとうございます。		0	0	0																									
8933	169	2	agent	お客様のお宿探しのお手伝いをいたします。		0	0	0																									
8934	169	3	agent	お客様のご希望をお聞かせいただけますでしょうか？		0	0	0																									
8935	169	4	user	３月上旬に家族で滋賀に行きたいと思っています。	要求	0	0	0	1485	8935	0	4	３月上旬	スケジュール	SCSE:時期	2_neutral	2_neutral	2_neutral	2_neutral	1_weak	3_strong						0						
8935	169	4	user	３月上旬に家族で滋賀に行きたいと思っています。	要求	0	0	0	1486	8935	5	2	家族	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8935	169	4	user	３月上旬に家族で滋賀に行きたいと思っています。	要求	0	0	0	1487	8935	8	2	滋賀	旅行	RYAR:旅行エリア	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8936	169	5	user	観光地を巡るというより、自然を味わいたいと思っています。	要求	0	0	0	1488	8936	0	6	観光地を巡る	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	1_weak	2_neutral	3_strong						1						
8936	169	5	user	観光地を巡るというより、自然を味わいたいと思っています。	要求	0	0	0	1489	8936	12	8	自然を味わいたい	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	1_weak	2_neutral	3_strong						0						
8937	169	6	agent	かしこまりました。		0	0	0																									
8938	169	7	agent	その条件でお探ししますね。		0	0	0																									
8939	169	8	agent	ご利用の泊数はお決まりでしょうか？		0	0	0																									
8940	169	9	user	２泊を希望します。	要求	0	0	0	1490	8940	0	2	２泊	スケジュール	SCNU:宿泊数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8941	169	10	agent	かしこまりました。		0	0	0																									
8942	169	11	agent	ご家族での旅行とのことですが、ご利用の人数、大人と子供の内わけも教えていただいてよろしいでしょうか？		0	0	0																									
8943	169	12	user	大人２人、子供１人です。	要求	0	0	0	1491	8943	0	4	大人２人	人数	NIOT:大人人数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8943	169	12	user	大人２人、子供１人です。	要求	0	0	0	1492	8943	5	4	子供１人	人数	NIKO:子供人数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
8944	169	13	agent	かしこまりました。		0	0	0																									
8945	169	14	agent	自然を楽しみたいとのことでしたら、山間にある旅館はいかがでしょうか？		0	0	0																									
8946	169	15	user	山間もいいのですが、今のところ、琵琶湖周辺で自然の生き物や野鳥を見たいと思っています。	要求	0	0	0	1493	8946	0	2	山間	立地	RIEN:立地 (周辺環境)	1_weak	2_neutral	1_weak		2_neutral							0						
8946	169	15	user	山間もいいのですが、今のところ、琵琶湖周辺で自然の生き物や野鳥を見たいと思っています。	要求	0	0	0	1494	8946	16	5	琵琶湖周辺	立地	RIAC:立地 (アクティビティ)	2_neutral	2_neutral	2_neutral	1_weak	1_weak	1_weak						0						
8946	169	15	user	山間もいいのですが、今のところ、琵琶湖周辺で自然の生き物や野鳥を見たいと思っています。	要求	0	0	0	1495	8946	22	13	自然の生き物や野鳥を見たい	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	1_weak	2_neutral	3_strong						0						
