utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	span_id	span_utterance_id	span_start	span_length	span_text	span_type	span_flag	importance_abs	importance_abs_2	importance_abs_3	importance2_abs	importance2_abs_2	importance2_abs_3	sub_span_id	sub_span_utterance_id	sub_span_start	sub_span_length	sub_span_text	negation	memo	demon_span_id	demon_span_utterance_id	demon_span_start	demon_span_length	demon_span_text
1482	29	1	agent	宿予約サービスのご利用ありがとうございます。		0	0	0																									
1483	29	2	agent	宿について重視したい点をお聞かせください。		0	0	0																									
1484	29	3	user	親子で、遅い夏休み旅行で福井に行きます。	要求	0	0	0	895	1484	0	2	親子	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1484	29	3	user	親子で、遅い夏休み旅行で福井に行きます。	要求	0	0	0	896	1484	4	7	遅い夏休み旅行	旅行	RYSC:旅行シーン	2_neutral	2_neutral	2_neutral	2_neutral	2_neutral	3_strong						0						
1484	29	3	user	親子で、遅い夏休み旅行で福井に行きます。	要求	0	0	0	897	1484	12	2	福井	旅行	RYAR:旅行エリア	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1484	29	3	user	親子で、遅い夏休み旅行で福井に行きます。	要求	0	0	0	1016	1484	6	3	夏休み	スケジュール	SCSE:時期	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
1485	29	4	user	アクセス便利なシティホテルを探しています。	要求	0	0	0	898	1485	0	6	アクセス便利	立地	RIBA:立地 (場所)	2_neutral	3_strong	2_neutral	2_neutral		2_neutral						0						
1485	29	4	user	アクセス便利なシティホテルを探しています。	要求	0	0	0	899	1485	7	6	シティホテル	宿	YATY:宿タイプ	2_neutral	3_strong	2_neutral	2_neutral		2_neutral						0						
1486	29	5	agent	かしこまりました。		0	0	0																									
1487	29	6	agent	親子でのご旅行とのことですが、大人１名様と子供１名様でよろしいでしょうか？		0	0	0																									
1488	29	7	user	はい。	はい	0	0	0																									
1489	29	8	user	恐竜博物館に行きたいと思っていますが、他にも楽しめる場所などありますか。	要求	0	0	0	900	1489	0	5	恐竜博物館	立地	RIAC:立地 (アクティビティ)	2_neutral	2_neutral	2_neutral	3_strong	3_strong	2_neutral						0						
1490	29	9	agent	こちらはご宿泊のお手伝い専用ですので、観光名所につきましては別途ご案内させていただければと存じます。		0	0	0																									
