utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	span_id	span_utterance_id	span_start	span_length	span_text	span_type	span_flag	importance_abs	importance_abs_2	importance_abs_3	importance2_abs	importance2_abs_2	importance2_abs_3	sub_span_id	sub_span_utterance_id	sub_span_start	sub_span_length	sub_span_text	negation	memo	demon_span_id	demon_span_utterance_id	demon_span_start	demon_span_length	demon_span_text
3694	69	1	agent	宿予約サービスのご利用ありがとうございます。		0	0	0																									
3695	69	2	agent	宿について重視したい点をお聞かせください。		0	0	0																									
3696	69	3	user	大人３人，　子ども１人で泊まるならおすすめのホテルはありますか？	要求	0	0	0	1978	3696	2	2	３人	人数	NIOT:大人人数	2_neutral	1_weak	1_weak	3_strong		3_strong						0						
3696	69	3	user	大人３人，　子ども１人で泊まるならおすすめのホテルはありますか？	要求	0	0	0	1979	3696	9	2	１人	人数	NIKO:子供人数	2_neutral	1_weak	1_weak	3_strong		3_strong						0						
3696	69	3	user	大人３人，　子ども１人で泊まるならおすすめのホテルはありますか？	要求	0	0	0	1980	3696	22	3	ホテル	宿	YATY:宿タイプ	2_neutral	1_weak	1_weak	2_neutral		2_neutral						0						
3697	69	4	agent	かしこまりました。		0	0	0																									
3698	69	5	agent	どちらにいつ、ご宿泊をご希望でしょうか？		0	0	0																									
3699	69	6	user	福井県です。	要求	0	0	0	1981	3699	0	3	福井県	旅行	RYAR:旅行エリア	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
3700	69	7	user	２月中旬に３泊したいです。	要求	0	0	0	1982	3700	0	4	２月中旬	スケジュール	SCSE:時期	2_neutral	2_neutral	2_neutral	3_strong	1_weak	3_strong						0						
3700	69	7	user	２月中旬に３泊したいです。	要求	0	0	0	1983	3700	5	2	３泊	スケジュール	SCNU:宿泊数	2_neutral	2_neutral	2_neutral	3_strong	3_strong	3_strong						0						
3701	69	8	agent	さようでございますか。		0	0	0																									
3702	69	9	agent	冬の福井ですと、スキーなどをお楽しみいただけますが、そうしますとゲレンデに近いお宿がおすすめです。		0	0	0																									
3703	69	10	agent	いかがでしょうか？		0	0	0																									
3704	69	11	user	いいですね。	はい	0	0	0																									
3705	69	12	user	ちなみにゲレンデに近い宿は相場いくらくらいですか？	要求	0	0	0	1984	3705	4	7	ゲレンデに近い	立地	RIAC:立地 (アクティビティ)	1_weak	1_weak	1_weak			2_neutral						0						
3706	69	13	agent	お一人様１泊１万円程度でお探しできますが、お客様のご予算はいかがでしょうか？		0	0	0																									
3707	69	14	user	１人、１泊１万円程度はいいですね。	要求	0	0	0	1985	3707	5	5	１万円程度	予算	YOYO:予算	1_weak	2_neutral	2_neutral		1_weak	1_weak	236	3707	3	2	１泊	0						
3707	69	14	user	１人、１泊１万円程度はいいですね。	要求	0	0	0	1985	3707	5	5	１万円程度	予算	YOYO:予算	1_weak	2_neutral	2_neutral		1_weak	1_weak	237	3707	0	2	１人	0						
3708	69	15	user	お願いします。	その他	0	0	0																									
3709	69	16	agent	かしこまりました。		0	0	0																									
3710	69	17	agent	スキーをお楽しみになるようでしたら、リフト券付きプランがお得です。		0	0	0																									
3711	69	18	agent	いかがでしょうか？		0	0	0																									
3712	69	19	user	いいですね。	はい	0	0	0																									
3713	69	20	user	リフト券付きプランというのは大人と子どもで料金は違いますか？	確認	0	0	0																									
3714	69	21	agent	ホテルにもよりますが、同料金のこともございます。		0	0	0																									
3715	69	22	agent	いかがなさいますか？		0	0	0																									
3716	69	23	user	できれば安くてお得なプランにしたいです。	要求	0	0	0	1986	3716	4	2	安く	予算	YOKA:予算感	1_weak	1_weak	1_weak									0						
3716	69	23	user	できれば安くてお得なプランにしたいです。	要求	0	0	0	1988	3716	7	6	お得なプラン	サービス	SESE:ホテルサービス	1_weak	1_weak	1_weak									0						
3717	69	24	agent	かしこまりました。		0	0	0																									
3718	69	25	agent	それでは、リフト券付きプランで、お子様代金の設定のあるお宿をお調べします。		0	0	0																									
3719	69	26	agent	お部屋の数はいくつご利用になりますか？		0	0	0																									
3720	69	27	user	２室でいいかなと思います。	要求	0	0	0	1987	3720	0	2	２室	部屋	HENU:部屋数	1_weak	2_neutral	2_neutral		3_strong	2_neutral						0						
3721	69	28	agent	かしこまりました。		0	0	0																									
3722	69	29	agent	では、お食事はいかがなさいますか？		0	0	0																									
