operator_2	この度のご利用、誠にありがとうございます。│お客様のお宿探しのお手伝いをいたします。▁│お客様のご希望をお聞かせいただけますでしょうか?
customer_28	4月2日から2泊で、大人2人と子供1人の家族旅行をしたいと考えています。│ゆっくり温泉に入りたいので、温泉付きの旅館でお願いします。
operator_2	温泉付き旅館ですね。│かしこまりました。│行先はどちらになりますでしょうか?
customer_28	群馬県です。│温泉街のような観光地だと嬉しいです。
operator_2	かしこまりました。│そうなりますと、伊香保温泉の中にある旅館でお探ししましょうか?
customer_28	はい、お願いします。│それと、子どもがいるので中にゲームセンターやキッズルーム、卓球台等何か遊べる場所があると嬉しいです。
operator_2	かしこまりました。│お子さんが遊べる場所があることも条件に加えておきますね。│ご予算の方はどのくらいでお考えでしょうか?
customer_28	そうですね、子どもが添い寝になるかで変わると思いますが、添い寝の場合は1人1万5000円~2万円程度を考えています。
operator_2	かしこまりました。│そのご予算の中でお探しします。│お食事の方はいかがなさいましょうか?
customer_28	食事は朝夕の両方がついているところでお願いします。│子どもが迷惑をかけないか心配なので、部屋で食事をとれるところだとありがたいです。
operator_2	かしこまりました。│お部屋でのお食事も条件に加えておきますね。│また、お子様用のメニューがある旅館も条件にお探してもよろしいでしょうか?
customer_28	それはありがたいです。│お願いします。
operator_2	かしこまりました。│その条件でお探ししますね。│他にご要望はございますか?
customer_28	可能であれば、外をそのまま歩けるような浴衣の貸し出しをしているところだと嬉しいです。
operator_2	かしこまりました。│それでは、以下のご希望条件に合うお宿をお探しいたします。
operator_2	・日程は4月2日から2泊▁│・人数は大人2人、子供1人▁│・宿は旅館▁│・温泉がある▁│・行先は群馬県▁│・伊香保温泉の中にある▁│・子供が遊べる場所が旅館内にある▁│・予算は1人1万5000円から2万円ほど▁│・朝夕食事付き▁│・部屋で食事ができる▁│・お子様用のメニューがある▁│・外出用の浴衣の貸し出しがある
