operator_1	この度はご利用いただきまして、ありがとうございます。▁│ご宿泊先につきまして、お客様のご希望をお聞かせいただけますでしょうか。
customer_6	さくっと有名な神社仏閣巡りしやすい立地のホテルを探しています
customer_6	子供がいるので、落ち着いたお寺より景色が良かったり見栄えが良い神社仏閣に行きやすいところがいいです
operator_1	かしこまりました。│それでは、京都市内でお探しいたします。▁│ご宿泊日と宿泊日数はお決まりでしょうか?
customer_6	6月1日〜2日 一泊二日の予定です
operator_1	かしこまりました。│6月ですと梅雨時期ですので、雨に濡れないよう、ターミナル駅のホテルなどがよろしいでしょうか?
customer_6	そうですね、、ターミナル駅直結だと高そうなので、徒歩10分以内の駅近ホテルでお願いします
customer_6	朝食バイキング付きだと嬉しいです
operator_1	かしこまりました。│徒歩10分以内の駅近ホテルで、朝食バイキング付きのプランをお調べいたします。▁│宿泊される人数は何名様でしょうか?
customer_6	大人2人, 子ども2人です
operator_1	かしこまりました。│お部屋の数はいかがなさいますか?
customer_6	一部屋が希望ですが、難しかったら二部屋ツインベットでも構いません。
operator_1	承知しました。│お子様はお二人ともベッドをそれぞれご利用になりますか?
customer_6	はい、もしくは一部屋ツインでエクストラベッド1つ付けてください。
customer_6	私と下の子は同じベッドで寝るので
operator_1	それでは、ツインルーム2室か、ツインルーム1室にエクストラベッドをご用意できるホテルをお調べいたします。▁│最後に、禁煙と喫煙のご希望はございますでしょうか?
customer_6	禁煙ルームでお願いします
operator_1	かしこまりました。│それでは、以下のご希望条件に合うお宿をお探しいたします。
operator_1	・日付は6月1日。▁│・宿泊日数は1泊。▁│・宿泊地は京都市内。▁│・人数は大人2名、子供2名。▁│・宿タイプはホテル。▁│・部屋はツインルーム2室か、ツインルーム1室にエクストラベッドを付けることを希望。▁│・有名な神社仏閣巡りをしやすい場所を希望。▁│・駅から徒歩10分以内の場所を希望。▁│・食事は朝食バイキングを希望。▁│・禁煙ルーム希望。
