operator_1	この度はご利用いただきまして、ありがとうございます。│ご宿泊のご相談を承ります。▁│お客様のご希望をお聞かせいただけますでしょうか。
customer_7	大人4人で泊まれるところを探しています。
operator_1	かしこまりました。│どちらにご宿泊なさいますか?
customer_7	四国が面白そうだなと思っているんですよね。
operator_1	さようでございますか。│四国のなかで、特にご希望の町はございますでしょうか?
customer_7	うーん、やっぱり、讃岐うどんが食べられるところがいいかな。
operator_1	かしこまりました。│それでは香川県でお調べします。▁│こちらのご宿泊のお日付と宿泊日数はいかがなさいますか?
customer_7	12月13日から2泊でお願いします。
operator_1	かしこまりました。│それでは、12月13日から2泊、大人4名様で香川県のお宿をお調べします。▁│讃岐うどんを楽しみになさっているとのことですが、こちらは宿内でお召し上がりになる予定でしょうか?▁│それとも、町の中でお召し上がりになりますか?
customer_7	宿内ではなく、町の中で食べ歩きがしてみたいですね。│そういうことができるエリアってありますか?
operator_1	かしこまりました。│それでは、讃岐うどん屋が多く集まるエリアのお宿をお探ししましょうか?
customer_7	お願いします!
operator_1	ありがとうございます。│そうなりますと、お宿でのお食事のご用意はいかがなさいますか?▁│朝・夕2食付き、朝のみ、不要、などお選びいただけます。
customer_7	朝のみが希望です。
operator_1	かしこまりました。│それでは朝食のみご希望とのことで承ります。▁│お宿のタイプのご希望はいかがでしょうか?│ホテル、旅館などございます。
customer_7	ホテルがいいですね。│できれば駅からすぐのところがいいかな。
operator_1	かしこまりました。│それでは、駅から徒歩圏内のホテルをお調べします。▁│お部屋の数はいくつになさいますか?
customer_7	2部屋でお願いします。
operator_1	かしこまりました。│ツインルームとダブルルーム、どちらがよろしいでしょうか?
customer_7	ダブルルームが良いです。
operator_1	かしこまりました。▁│禁煙・喫煙のご希望はございますか?
customer_7	禁煙・喫煙それぞれ1つずつでお願いします。
operator_1	承知しました。▁│本日からご宿泊予定の12月まで、まだお日にちがございますので、早割プランをお調べできます。▁│早割プランの場合、キャンセルチャージが早く発生しますが、その分、お値段はお求めやすくなります。▁│いかがいたしましょうか?
customer_7	安いのはありがたいですが、キャンセルチャージはいつから発生しますか?
operator_1	お宿にもよりますので一概には言えませんが、早くて2か月前には発生するかと思います。
customer_7	早割プランでなければ、キャンセルチャージはそんなに早く発生しないのでしょうか?│国内ですし。
operator_1	通常ですと、1週間か10日前が多いかと思います。
customer_7	そっちのほうがありがたいです。│通常予約でお願いします。
operator_1	かしこまりました。│他にご希望はございますでしょうか?│特にございませんでしたら、以上の条件でお宿をお調べいたします。
customer_7	ありませんので、宜しくお願い致します。
operator_1	それでは、以下のご希望条件に合うお宿をお探しいたします。
operator_1	・日付は12月13日。▁│・宿泊日数は2泊。▁│・宿泊地は香川県。▁│・人数は大人4名。▁│・宿タイプはホテル。▁│・部屋はダブルルームを2部屋。▁│・食事は朝食のみ希望。▁│・讃岐うどん屋が多く集まるエリアの宿を希望。▁│・駅から徒歩圏内の宿を希望。▁│・禁煙ルームと喫煙ルームそれぞれ1室ずつ希望。
