utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	memo
2890	54	1	agent	宿予約サービスのご利用ありがとうございます。		0	0	0	
2891	54	2	agent	宿について重視したい点をお聞かせください。		0	0	0	
2892	54	3	user	１０月の上旬ぐらいに、大人２人と子ども２人の家族４人で徳島に一泊したいと思ってます。	要求	0	0	0	
2893	54	4	user	子どもも大人も楽しめるレジャースポットに近い宿がいいです。	要求	0	0	0	
2894	54	5	agent	かしこまりました。		0	0	0	
2895	54	6	agent	具体的なレジャースポットは、もうお考えでしょうか？		0	0	0	
2896	54	7	user	全然考えてないです。	いいえ	0	0	0	
2897	54	8	user	何か良いところないですかね？	質問	0	0	0	
2898	54	9	agent	やはり鳴門のうず潮は、お子様だけでなく大人の方もお楽しみいただけるかと思います。		0	0	0	
2899	54	10	agent	いかがでしょうか？		0	0	0	
2900	54	11	user	それなら、うず潮とか見に行きやすかったり、宿から見える宿がいいですね。	要求	0	0	0	
2901	54	12	agent	かしこまりました。		0	0	0	
2902	54	13	agent	それでは鳴門で、鳴門海峡に近いお宿をお探しします。		0	0	0	
2903	54	14	agent	お部屋はいかがなさいますか？		0	0	0	
2904	54	15	agent	お子様は単独でベッドをお使いになりますでしょうか？		0	0	0	
2905	54	16	user	別にベットでなくてもいいんですが、子ども２人のうち、１人は単独で１人は大人と一緒に寝たいです。	要求	0	0	0	
2906	54	17	agent	かしこまりました。		0	0	0	
2907	54	18	agent	それではトリプルルームか、ダブルルームにエキストラベッドをお付けできるお部屋がよろしいかと思います。		0	0	0	
2908	54	19	agent	どちらかご希望はございますでしょうか？		0	0	0	
2909	54	20	user	どちらでもいいですが、なるべく寝る場所が広いものがいいですね。	要求	0	0	0	
2910	54	21	agent	かしこまりました。		0	0	0	
2911	54	22	agent	それでは、和室のお部屋になさいますか？		0	0	0	
2912	54	23	agent	布団を敷いてお休みになりますと、広くなります。		0	0	0	
2913	54	24	user	そうですね、和室の方がいいのかもしれません。	はい	0	0	0	
2914	54	25	user	その場合は、寝る場所と別にもう一部屋あると嬉しいです。	要求	0	0	0	
2915	54	26	agent	かしこまりました。		0	0	0	
2916	54	27	agent	それでは寝室と居間の両方が付いた和室１室をお探しします。		0	0	0	
2917	54	28	agent	お食事はいかがなさいますか？		0	0	0	
2918	54	29	user	食事は朝だけお願いしたいです。	要求	0	0	0	
2919	54	30	agent	かしこまりました。		0	0	0	
2920	54	31	agent	それでは朝食のみ付いたプランをお調べします。		0	0	0	
2921	54	32	agent	ほかにご希望はございますでしょうか？		0	0	0	
2922	54	33	user	子どもが何か体験できたりするレジャースポットとか、体験教室とかがあるといいのですが。	要求	0	0	0	
2923	54	34	agent	かしこまりました。		0	0	0	
2924	54	35	agent	それでは、宿の館内か周辺でお子様向け体験教室やレジャースポットのあるお宿をお調べします。		0	0	0	
2925	54	36	agent	他にはいかがでしょうか？		0	0	0	
2926	54	37	user	あとはかわいいお土産とかを買いたいのですが、そういったお店が近くにあると助かります。	要求	0	0	0	
2927	54	38	agent	承知しました。		0	0	0	
2928	54	39	agent	では、近くにお土産屋のあるお宿をお調べします。		0	0	0	
2929	54	40	agent	ご希望をお聞かせくださり、ありがとうございました。		0	0	0	
2930	54	41	agent	それでは以下の条件でお調べしますので、よろしくお願いいたします。		0	0	0	
2931	54	42	agent	・日付は１０月上旬。		0	0	0	
2932	54	43	agent	・宿泊日数は１泊。		0	0	0	
2933	54	44	agent	・宿泊地は徳島の鳴門。		0	0	0	
2934	54	45	agent	・人数は大人２名、子供２名。		0	0	0	
2935	54	46	agent	・部屋は寝室と居間の両方が付いた和室１室を希望。		0	0	0	
2936	54	47	agent	・渦潮が見れたり鳴門海峡に近い宿を希望。		0	0	0	
2937	54	48	agent	・食事は朝食のみ希望。		0	0	0	
2938	54	49	agent	・館内か周辺で子供向け体験教室やレジャースポットのある宿を希望。		0	0	0	
2939	54	50	agent	・近くに土産屋のある宿を希望。		0	0	0	
