utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	memo
7562	138	1	agent	本日はご利用いただきまして、ありがとうございます。		0	0	0	
7563	138	2	agent	ご宿泊のご相談を承ります。		0	0	0	
7564	138	3	agent	お泊りになる地域、お日付、人数がお決まりでしたら、お聞かせいただけますでしょうか。		0	0	0	
7565	138	4	user	来年３月１３日から３泊、群馬県で大人一人で旅行したいと考えています。	要求	0	0	0	
7566	138	5	agent	かしこまりました。		0	0	0	
7567	138	6	agent	ご予算の方はどのくらいでお考えでしょうか？		0	0	0	
7568	138	7	user	あちこちをめぐるのがメインなので、宿はそんなに高くないところで考えています。	要求	0	0	0	
7569	138	8	user	３泊とも、別の宿を考えています。	要求	0	0	0	
7570	138	9	agent	かしこまりました。		0	0	0	
7571	138	10	agent	お値段抑え目となると民宿でお探ししてもよろしいでしょうか？		0	0	0	
7572	138	11	user	そのほうがうれしいです。	はい	0	0	0	
7573	138	12	agent	かしこまりました。		0	0	0	
7574	138	13	agent	あちこちを観光されるので交通機関にアクセスしやすい民宿でお探ししましょうか？		0	0	0	
7575	138	14	user	そうしていただけるとありがたいです。	はい	0	0	0	
7576	138	15	user	夕食は迷っているのですが、朝食はついているとうれしいです。	要求	0	0	0	
7577	138	16	agent	かしこまりました。		0	0	0	
7578	138	17	agent	そうなると、公共交通機関に近くて飲食店が盛んな市街地に近い場所はいかがでしょうか？		0	0	0	
7579	138	18	user	そうですね。	はい	0	0	0	
7580	138	19	user	ありがとうございます。	その他	0	0	0	
7581	138	20	user	できれば、あちこちめぐるのに便利なところの方がうれしいですので。	感想	0	0	0	
7582	138	21	user	民宿で、もし夕食で特色ある食事ができるところであれば、夕食はそこでもいいかとは考えています。	要求	0	0	0	
7583	138	22	agent	かしこまりました。		0	0	0	
7584	138	23	agent	そうしました郷土料理のコースがある民宿でお探ししますね。		0	0	0	
7585	138	24	agent	他にご要望はございますか？		0	0	0	
7586	138	25	user	最寄り駅から送り迎えがあれば、それに越したことはないのですが。	要求	0	0	0	
7587	138	26	agent	かしこまりました。		0	0	0	
7588	138	27	agent	それでは、以下のご希望条件に合うお宿をお探しいたします。		0	0	0	
7589	138	28	agent	・行先は群馬県		0	0	0	
7590	138	29	agent	・日程は３月１３日から３泊		0	0	0	
7591	138	30	agent	・人数は大人１人		0	0	0	
7592	138	31	agent	・安価なところで３泊とも別の宿		0	0	0	
7593	138	32	agent	・宿は民宿		0	0	0	
7594	138	33	agent	・交通機関にアクセスしやすい		0	0	0	
7595	138	34	agent	・飲食店が盛んな市街地に近い		0	0	0	
7596	138	35	agent	・郷土料理の夕食のコースがある		0	0	0	
7597	138	36	agent	・駅から送迎サービスがある民宿		0	0	0	
