utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	memo
3194	60	1	agent	この度はご利用いただきまして、ありがとうございます。		0	0	0	
3195	60	2	agent	ご宿泊先につきまして、お客様のご希望をお聞かせいただけますでしょうか。		0	0	0	
3196	60	3	user	１２月２６日から１泊で、中学生の子供と一緒に、宮崎にライブを見に行きたいと思っています。	要求	0	0	0	
3197	60	4	user	会場が宮崎市民文化ホールなので、その付近が希望です。	要求	0	0	0	
3198	60	5	agent	さようでございますか。		0	0	0	
3199	60	6	agent	１２月２６日ですとハイシーズンとなります。		0	0	0	
3200	60	7	agent	恐れ入りますが、ご予算はいくらくらいでお考えでしょうか？		0	0	0	
3201	60	8	user	ツイン１部屋希望ですが、２人で合計１万円が希望です。	要求	0	0	0	
3202	60	9	agent	かしこまりました。		0	0	0	
3203	60	10	agent	中学生のお子様ですと大人料金が適用されますので、その旨のみご了承ください。		0	0	0	
3204	60	11	agent	では、ツイン１室で、ご予算の合計が１万円以内になるようにお調べします。		0	0	0	
3205	60	12	agent	ほかにご希望はございますでしょうか？		0	0	0	
3206	60	13	user	食事は朝のみ付けてください。	要求	0	0	0	
3207	60	14	user	バイキング形式が希望です。	要求	0	0	0	
3208	60	15	agent	承知しました。		0	0	0	
3209	60	16	agent	では、バイキング形式の朝食をご用意できるお宿をお探しします。		0	0	0	
3210	60	17	agent	お部屋は禁煙でよろしいでしょうか？		0	0	0	
3211	60	18	user	禁煙ルームがいいですが、安くなるのであれば喫煙ルームでも構いません。	要求	0	0	0	
3212	60	19	agent	かしこまりました。		0	0	0	
3213	60	20	agent	では、禁煙ルーム優先で、お値段次第で喫煙ルームでも差し支えないということで承ります。		0	0	0	
3214	60	21	agent	ライブをお楽しみになるということですが、夜でしょうか？		0	0	0	
3215	60	22	agent	もしそうでしたら、お早めにチェックインしてお荷物を置いていけると、ご負担が少ないかと思います。		0	0	0	
3216	60	23	agent	ですので、アーリーチェックインのプランがよろしいかと思いますが、いかがでしょうか？		0	0	0	
3217	60	24	user	夜行バスで行くので早朝に到着してしまう為助かります。	はい	0	0	0	
3218	60	25	user	アーリーチェックインのプラン希望です。	はい	0	0	0	
3219	60	26	user	ありがとうございます。	その他	0	0	0	
3220	60	27	agent	かしこまりました。		0	0	0	
3221	60	28	agent	では、アーリーチェックインのプランをお調べします。		0	0	0	
3222	60	29	agent	２日目は観光のご予定はございますか？		0	0	0	
3223	60	30	agent	もしそうでしたら、チェックアウト後に荷物を預かっておいてもらえるお宿もございますが、いかがでしょうか？		0	0	0	
3224	60	31	user	２日目は市内で美味しいものを食べたり、観光しようと思っています。	はい	0	0	0	
3225	60	32	user	荷物預かってほしいです。	はい	0	0	0	
3226	60	33	agent	かしこまりました。		0	0	0	
3227	60	34	agent	では、チェックアウト後のお荷物預かりサービスのあるお宿をお調べします。		0	0	0	
3228	60	35	agent	ほかにご希望はございますでしょうか？		0	0	0	
3229	60	36	user	予算的に可能であれば広めのツインタイプですと助かります。	要求	0	0	0	
3230	60	37	user	以上です。	伝達	0	0	0	
3231	60	38	user	よろしくお願いいたします。	その他	0	0	0	
3232	60	39	agent	かしこまりました。		0	0	0	
3233	60	40	agent	では、広いツインルームのお部屋がある宿をお調べします。		0	0	0	
3234	60	41	agent	ご希望をお聞かせくださり、ありがとうございました。		0	0	0	
3235	60	42	agent	それでは以下の条件でお調べしますので、よろしくお願いいたします。		0	0	0	
3236	60	43	agent	・日付は１２月２６日。		0	0	0	
3237	60	44	agent	・宿泊日数は１泊。		0	0	0	
3238	60	45	agent	・宿泊地は宮崎市。		0	0	0	
3239	60	46	agent	・人数は大人２名。		0	0	0	
3240	60	47	agent	・部屋タイプ／数はツイン１室。		0	0	0	
3241	60	48	agent	広い部屋を希望。		0	0	0	
3242	60	49	agent	・予算は合計１万円。		0	0	0	
3243	60	50	agent	・宮崎市民文化ホールの近くの宿を希望。		0	0	0	
3244	60	51	agent	・食事は朝食のみで、バイキングを希望。		0	0	0	
3245	60	52	agent	・禁煙ルーム優先で、料金次第で喫煙ルームでも差し支えない。		0	0	0	
3246	60	53	agent	・アーリーチェックインのプランを希望。		0	0	0	
3247	60	54	agent	・チェックアウト後の荷物預かりサービスのある宿を希望。		0	0	0	
