utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	memo
2198	42	1	agent	宿予約サービスのご利用ありがとうございます。		0	0	0	
2199	42	2	agent	宿について重視したい点をお聞かせください。		0	0	0	
2200	42	3	user	大人３人で泊まれるところを探しています。	要求	0	0	0	
2201	42	4	user	贅沢な気分になれる宿はありますか？	要求	0	0	0	
2202	42	5	agent	かしこまりました。		0	0	0	
2203	42	6	agent	「贅沢な気分になれる宿」となりますと、お宿そのものをお楽しみいただけるところがよろしいでしょうか？		0	0	0	
2204	42	7	user	そうですね。	はい	0	0	0	
10861	42	8	user	食事とか、エステとか。	要求	0	0	0	
10862	42	9	user	色々と楽しめるところが良いです。	要求	0	0	0	
2207	42	10	agent	かしこまりました。		0	0	0	
2208	42	11	agent	そうしますと、リゾートホテルをお探ししましょうか？		0	0	0	
2209	42	12	user	そうですね！	はい	0	0	0	
2210	42	13	user	お願いします！	その他	0	0	0	
2211	42	14	agent	ありがとうございます。		0	0	0	
2212	42	15	agent	場所ですが、どちらがよろしいでしょうか？		0	0	0	
2213	42	16	user	福井県でお願いします。	要求	0	0	0	
2214	42	17	agent	かしこまりました。		0	0	0	
2215	42	18	agent	ご宿泊日と泊数はいかがなさいますか？		0	0	0	
2216	42	19	user	３月１９日から３泊でお願いします。	要求	0	0	0	
2217	42	20	agent	承知しました。		0	0	0	
2218	42	21	agent	ご予算はいかがでしょうか？		0	0	0	
2219	42	22	user	一人１０万円程度が良いです。	要求	0	0	0	
2220	42	23	agent	さようでございますか。		0	0	0	
2221	42	24	agent	もしよろしければ、「オールインクルーシブ」タイプのお宿はいかがでしょうか？		0	0	0	
2222	42	25	agent	こちらはご滞在中のお食事やお飲み物、エステなどの代金やサービスが全て含まれたプランでして、ご滞在中にお財布のことをご心配することなく、ごゆっくりお楽しみいただけます。		0	0	0	
2223	42	26	user	それが最高ですね！	はい	0	0	0	
2224	42	27	agent	ありがとうございます。		0	0	0	
2225	42	28	agent	お食事ですが、特にご希望はございますか？		0	0	0	
2226	42	29	agent	３月中旬ですと越前ガニのシーズンですが、特にお召し上がりになりたいものがございましたら、ぜひお聞かせください。		0	0	0	
2227	42	30	user	越前ガニが食べたいです。	要求	0	0	0	
2228	42	31	user	あと、お寿司もあると良いですね。	要求	0	0	0	
2229	42	32	agent	かしこまりました。		0	0	0	
2230	42	33	agent	それでは、越前ガニとお寿司をお召し上がりいただけるお宿をお調べします。		0	0	0	
2231	42	34	agent	先ほどエステをご希望されておりましたが、他に館内施設で重視しているものはございますでしょうか？		0	0	0	
2232	42	35	user	プールがあるところがいいですね。	要求	0	0	0	
2233	42	36	agent	かしこまりました。		0	0	0	
2234	42	37	agent	もし女性の方がいらっしゃいましたら岩盤浴も人気ですが、いかがでしょうか？		0	0	0	
2235	42	38	user	それも良いですね！	はい	0	0	0	
2236	42	39	user	全員女性なので嬉しいです。	感想	0	0	0	
2237	42	40	agent	ありがとうございます。		0	0	0	
2238	42	41	agent	お宿まではどのように向かわれますか？		0	0	0	
2239	42	42	agent	最寄り駅からお宿のお車をご用意できるところがよろしいでしょうか？		0	0	0	
2240	42	43	user	はい、それでお願いします。	はい	0	0	0	
2241	42	44	agent	かしこまりました。		0	0	0	
2242	42	45	agent	お部屋の数はいくつになさいますか？		0	0	0	
2243	42	46	agent	３名様とのことですので、トリプルルームにするか、皆さま別々にシングルルームになさいますか？		0	0	0	
2244	42	47	user	トリプルルームを希望します。	照応要求	0	0	0	
2245	42	48	agent	かしこまりました。		0	0	0	
2246	42	49	agent	ほかにご希望はございますでしょうか？		0	0	0	
2247	42	50	user	評判ができるだけ高いところが良いです。	要求	0	0	0	
2248	42	51	agent	それでは、宿泊予約サイトで評価が全般的に高いお宿でよろしいでしょうか？		0	0	0	
2249	42	52	user	はい。	はい	0	0	0	
2250	42	53	user	それでお願いします。	はい	0	0	0	
2251	42	54	agent	かしこまりました。		0	0	0	
2252	42	55	agent	他にはご希望はございますでしょうか？		0	0	0	
2253	42	56	user	特にありません。	いいえ	0	0	0	
2254	42	57	user	宜しくお願い致します。	その他	0	0	0	
2255	42	58	agent	ありがとうございました。		0	0	0	
2256	42	59	agent	それでは以下の条件でお調べいたします。		0	0	0	
2257	42	60	agent	・日付は３月１９日。		0	0	0	
2258	42	61	agent	・宿泊日数は３泊。		0	0	0	
2259	42	62	agent	・宿泊地は福井県。		0	0	0	
2260	42	63	agent	・人数は大人３名。		0	0	0	
2261	42	64	agent	・部屋はトリプルルーム１室を希望。		0	0	0	
2262	42	65	agent	・予算は１人１０万円程度。		0	0	0	
2263	42	66	agent	・宿タイプはリゾートホテルを希望。		0	0	0	
2264	42	67	agent	・オールインクルーシブタイプの宿を希望。		0	0	0	
2265	42	68	agent	・食事は越前ガニと寿司を希望。		0	0	0	
2266	42	69	agent	・エステとプール、岩盤浴のある宿を希望		0	0	0	
2267	42	70	agent	・最寄り駅から送迎サービスのある宿を希望。		0	0	0	
2268	42	71	agent	・宿泊予約サイトで評価が全般的に高い宿を希望。		0	0	0	
