utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	memo
4877	90	1	agent	いらっしゃいませ。		0	0	0	
4878	90	2	agent	ご利用いただきまして、ありがとうございます。		0	0	0	
4879	90	3	agent	ご宿泊先をお探しいたします。		0	0	0	
4880	90	4	agent	どのような条件をご希望でしょうか？		0	0	0	
4881	90	5	user	１か月先の予約ですが、１月の１９日から４泊、鳥取県への旅行を考えています。	要求	0	0	0	
4882	90	6	user	大人４人でウィンタースポーツなどをメインに楽しみつつ、せっかくなので砂丘や砂の美術館も訪れてみたいです。	要求	0	0	0	
4883	90	7	agent	かしこまりました。		0	0	0	
4884	90	8	agent	ウインタースポーツといいますと、スキーでよろしいでしょうか？		0	0	0	
4885	90	9	user	はい、スノボをしたいと思っています。	要求	0	0	0	
4886	90	10	agent	かしこまりました。		0	0	0	
4887	90	11	agent	それでは、スノーボードをメインでお楽しみになるようでしたら、大山エリアのお宿はいかがでしょうか？		0	0	0	
4888	90	12	user	お願いします。	はい	0	0	0	
4889	90	13	user	ちなみに大山エリアから砂の美術館や市街地はアクセスの利便性はいかがでしょうか。	質問	0	0	0	
4890	90	14	agent	やや距離がございますので、砂の美術館のある鳥取市街地から送迎バスのあるお宿はいかがでしょうか？		0	0	0	
4891	90	15	user	送迎バスがあるのは便利ですね。	はい	0	0	0	
4892	90	16	user	ぜひお願いします。	その他	0	0	0	
4893	90	17	agent	かしこまりました。		0	0	0	
4894	90	18	agent	スノーボードをお楽しみになるとのことですが、道具はご自身でお持ちになりますか？		0	0	0	
4895	90	19	agent	お荷物が多いと大変かと思いますので、レンタルサービスのあるお宿をお探しすることもできますが、いかがでしょうか？		0	0	0	
4896	90	20	user	メンバー内にレンタルを利用したい人もいるので、助かります。	はい	0	0	0	
4897	90	21	user	レンタルサービスのある宿をお願いします。	はい	0	0	0	
4898	90	22	agent	ありがとうございます。		0	0	0	
4899	90	23	agent	それでは、スノーボードの道具をレンタルできるお宿をお探しします。		0	0	0	
4900	90	24	agent	お食事はいかがでしょうか？		0	0	0	
4901	90	25	agent	冬の鳥取といえば、松葉ガニが大変美味しいです。		0	0	0	
4902	90	26	agent	松葉ガニ付きのご夕食プランがホテルによってございますが、いかがでしょうか？		0	0	0	
4903	90	27	user	松葉ガニ付きのご夕食プラン、迷いますね。	伝達	0	0	0	
4904	90	28	user	ちなみに宿の周辺に夜飲食できる店は充実していますか？	要求	0	0	0	
4905	90	29	agent	はい、お客様が外でお召し上がりになることをご希望でしたら、飲食店街に近いお宿をお調べします。		0	0	0	
4906	90	30	agent	いかがなさいますか？		0	0	0	
4907	90	31	user	飲食店街を散策したいので、夕食プランはなし、でお願いします。	要求	0	0	0	
4908	90	32	agent	かしこまりました。		0	0	0	
4909	90	33	agent	それでは、飲食店街に近いお宿をお探しいたします。		0	0	0	
4910	90	34	agent	４名様でのご宿泊とのことですが、お部屋の数はいくつご利用になりますか？		0	0	0	
4911	90	35	user	部屋数はツインを２部屋お願いします。	要求	0	0	0	
4912	90	36	agent	かしこまりました。		0	0	0	
4913	90	37	agent	両部屋とも禁煙ルームでよろしいでしょうか？		0	0	0	
4914	90	38	user	１部屋喫煙ルームにすることはできますか？	要求	0	0	0	
4915	90	39	agent	もちろんでございます。		0	0	0	
4916	90	40	agent	それでは、禁煙ルームを１部屋、喫煙ルームを１部屋お探しいたします。		0	0	0	
4917	90	41	agent	ほかにご希望はございますでしょうか？		0	0	0	
4918	90	42	user	１か月先の直前割引やグループ割引などがあるとうれしいのですが．．．	要求	0	0	0	
4919	90	43	agent	かしこまりました。		0	0	0	
4920	90	44	agent	直前割引やグループ割引などの各種割引プランを適用できるお宿をお調べします。		0	0	0	
4921	90	45	agent	他はいかがでしょうか？		0	0	0	
4922	90	46	user	他には特にありません、いろいろとありがとうございました。	伝達	0	0	0	
4923	90	47	agent	ご希望をお聞かせくださり、ありがとうございました。		0	0	0	
4924	90	48	agent	それでは以下の条件でお調べしますので、よろしくお願いいたします。		0	0	0	
4925	90	49	agent	・日付は１月１９日。		0	0	0	
4926	90	50	agent	・宿泊日数は４泊。		0	0	0	
4927	90	51	agent	・宿泊地は鳥取の大山。		0	0	0	
4928	90	52	agent	・人数は大人４名。		0	0	0	
4929	90	53	agent	・部屋タイプ／数はツインルームを２室希望。		0	0	0	
4930	90	54	agent	・スノーボードの道具をレンタルできる宿を希望。		0	0	0	
4931	90	55	agent	・鳥取市街地から送迎バスのある宿を希望。		0	0	0	
4932	90	56	agent	・飲食店街に近い宿を希望。		0	0	0	
4933	90	57	agent	・禁煙ルームを１部屋、喫煙ルームを１部屋希望。		0	0	0	
4934	90	58	agent	・直前割引やグループ割引などの各種割引プランを適用できる宿を希望。		0	0	0	
