utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	memo
10106	196	1	agent	本日はご利用いただきまして、ありがとうございます。		0	0	0	
10107	196	2	agent	ご宿泊のご相談を承ります。		0	0	0	
10108	196	3	agent	お泊りになる地域、お日付、人数がお決まりでしたら、お聞かせいただけますでしょうか。		0	0	0	
10109	196	4	user	１１月上旬に３泊の予定なのですが、私と子ども２人で石川県に旅行に行こうと思っています。	要求	0	0	0	
10110	196	5	user	ゆっくり出来そうな場所はありますでしょうか？	要求	0	0	0	
10111	196	6	agent	かしこまりました。		0	0	0	
10112	196	7	agent	ご希望の条件でお探ししますね。		0	0	0	
10113	196	8	agent	ご予算の方はどのくらいでお考えでしょうか？		0	0	0	
10114	196	9	user	予算は３人で５万円以内を予定しています。	要求	0	0	0	
10115	196	10	agent	かしこまりました。		0	0	0	
10116	196	11	agent	ゆっくりできる場所でしたら、温泉がある旅館でお探ししてよろしいでしょうか？		0	0	0	
10117	196	12	user	そうですね。	はい	0	0	0	
10118	196	13	user	出来たら露天風呂があったら嬉しいです。	要求	0	0	0	
10119	196	14	agent	露天風呂ですね。		0	0	0	
10120	196	15	agent	かしこまりました。		0	0	0	
10121	196	16	agent	お食事の方はいかがなさいましょうか？		0	0	0	
10122	196	17	user	朝食付きだと嬉しいのですが時期的にブッフェが怖いので、食事は部屋で食べられるところはありますか？	要求	0	0	0	
10123	196	18	agent	かしこまりました。		0	0	0	
10124	196	19	agent	食事がお部屋で召し上がられるところを条件に加えておきますね。		0	0	0	
10125	196	20	agent	お子様がいらっしゃるので、お子様用のメニューがあることも条件に加えましょうか？		0	0	0	
10126	196	21	user	そうですね。	はい	0	0	0	
10127	196	22	user	子供が小学生と幼稚園児なので大人用だと多いので、子供用の食事を出してくれる所か食事を２人分にすることできるところだと嬉しいです。	要求	0	0	0	
10128	196	23	agent	かしこまりました。		0	0	0	
10129	196	24	agent	条件に加えておきますね。		0	0	0	
10130	196	25	agent	他にご要望はございますか？		0	0	0	
10131	196	26	user	大丈夫です。	いいえ	0	0	0	
10132	196	27	user	これでお願いします	その他	0	0	0	
10133	196	28	agent	かしこまりました。		0	0	0	
10134	196	29	agent	それでは、以下のご希望条件に合うお宿をお探しいたします。		0	0	0	
10135	196	30	agent	・行先は石川県		0	0	0	
10136	196	31	agent	・日程は１１月上旬に３泊		0	0	0	
10137	196	32	agent	・人数は大人１人、子供２人		0	0	0	
10138	196	33	agent	・予算は合計で５万円以内		0	0	0	
10139	196	34	agent	・宿は旅館		0	0	0	
10140	196	35	agent	・露天風呂がある		0	0	0	
10141	196	36	agent	・朝食付き		0	0	0	
10142	196	37	agent	・部屋で食事ができる		0	0	0	
10143	196	38	agent	・お子様用のメニューがある		0	0	0	
