utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	memo
9766	188	1	agent	本日はご利用いただきまして、ありがとうございます。		0	0	0	
9767	188	2	agent	ご宿泊のご相談を承ります。		0	0	0	
9768	188	3	agent	お泊りになる地域、お日付、人数がお決まりでしたら、お聞かせいただけますでしょうか。		0	0	0	
9769	188	4	user	５月に友人達と３人で奈良に行こうと思っています。	要求	0	0	0	
9770	188	5	user	車は運転できないので、観光地へ行きやすい宿がいいかなと思っています。	要求	0	0	0	
9771	188	6	agent	観光地にアクセスしやすい宿ですね。		0	0	0	
9772	188	7	agent	かしこまりました。		0	0	0	
9773	188	8	agent	そうしましたら、主要駅の奈良駅近くの宿をお探ししましょうか？		0	0	0	
9774	188	9	user	駅の近くでもいいのですが、送迎だったりバス停の近くでしたら少し離れていても大丈夫です。	要求	0	0	0	
9775	188	10	user	風情のある宿がいいので。	要求	0	0	0	
9776	188	11	agent	かしこまりました。		0	0	0	
9777	188	12	agent	そうしましたら、駅までの送迎がある宿でお探ししますね。		0	0	0	
9778	188	13	agent	お日にちが五月とのこですが、ご利用の泊数を教えていただいてよろしいでしょうか？		0	0	0	
9779	188	14	user	５月２１日から３泊の予定です。	要求	0	0	0	
9780	188	15	agent	お日にちの方、かしこまりました。		0	0	0	
9781	188	16	agent	ご予算の方はどのくらいでお考えでしょうか？		0	0	0	
9782	188	17	user	そうですね、予算はあまり気にしていません。	要求	0	0	0	
9783	188	18	user	奈良に来たことが感じられるような、雰囲気のある宿でしたら。	要求	0	0	0	
9784	188	19	agent	かしこまりました。		0	0	0	
9785	188	20	agent	そうしましたら、奈良の老舗の旅館でお探ししましょうか？		0	0	0	
9786	188	21	user	いいですね、そういう宿に泊まってみたいです。	はい	0	0	0	
9787	188	22	user	有名だったり、ガイドブックに載っているような宿だと気分が上がります。	要求	0	0	0	
9788	188	23	agent	かしこまりました。		0	0	0	
9789	188	24	agent	さらに有名な旅館であることも条件に加えておきますね。		0	0	0	
9790	188	25	agent	お食事の方はいかがなさいましょうか？		0	0	0	
9791	188	26	user	食事は外で食べ歩きをすると思うので、夜はいらないです。	要求	0	0	0	
9792	188	27	user	朝は簡単でいいので、バイキングがあると嬉しいです。	要求	0	0	0	
9793	188	28	user	地元の食材を使ったような、こだわりのある食事だとさらにいいかなと。	要求	0	0	0	
9794	188	29	agent	かしこまりました。		0	0	0	
9795	188	30	agent	食事はそれらの条件でお探しますね。		0	0	0	
9796	188	31	agent	他にご要望はございますか？		0	0	0	
9797	188	32	user	歩いていける範囲でコンビニがあると助かります。	要求	0	0	0	
9798	188	33	user	夜はお酒を買いに行ったり、女性３人なので、足りない化粧品など急に必要な物が出てくるかもしれないので。	要求	0	0	0	
9799	188	34	agent	かしこまりました。		0	0	0	
9800	188	35	agent	それでは、以下のご希望条件に合うお宿をお探しいたします。		0	0	0	
9801	188	36	agent	・行先は奈良県		0	0	0	
9802	188	37	agent	・人数は大人３人		0	0	0	
9803	188	38	agent	・駅までの送迎がある		0	0	0	
9804	188	39	agent	・日程は５月２１日から３泊		0	0	0	
9805	188	40	agent	・宿は旅館		0	0	0	
9806	188	41	agent	・老舗の旅館		0	0	0	
9807	188	42	agent	・有名な旅館		0	0	0	
9808	188	43	agent	・食事は朝のみ		0	0	0	
9809	188	44	agent	・バイキング形式		0	0	0	
9810	188	45	agent	・地元の食材を使った食事		0	0	0	
9811	188	46	agent	・近くにコンビニがある		0	0	0	
