utterance_id	src_file_id	nth	speaker	utterance	speech_act	has_typos	difficult	duplicate	memo
9937	192	1	agent	本日はご利用いただきまして、ありがとうございます。		0	0	0	
9938	192	2	agent	ご宿泊のご相談を承ります。		0	0	0	
9939	192	3	agent	お泊りになる地域、お日付、人数がお決まりでしたら、お聞かせいただけますでしょうか。		0	0	0	
9940	192	4	user	具体的な日にちは決まっていないのですが、６月中旬に友人夫婦と私たち夫婦で和歌山県に旅行に行こうと思っています。	要求	0	0	0	
9941	192	5	user	白浜温泉に入りたいねって話は出ているのですが、いい宿ありますか？	要求	0	0	0	
9942	192	6	agent	白浜温泉ですね。		0	0	0	
9943	192	7	agent	そちらの条件でお探ししますね。		0	0	0	
9944	192	8	agent	６月中旬でのご予約ですが、ご利用の泊数がお決まりでしたらお聞かせいただけますでしょうか？		0	0	0	
9945	192	9	user	今のところ４泊の予定でいます。	要求	0	0	0	
9946	192	10	agent	かしこまりました。		0	0	0	
9947	192	11	agent	ご予算の方はどのくらいでお考えでしょうか？		0	0	0	
10889	192	12	user	１人１万円前後ですかね、１泊で。あまり細かくは決めていないので。	要求	0	0	0	
9950	192	14	agent	さようでございますか。		0	0	0	
9951	192	15	agent	かしこまりました。		0	0	0	
9952	192	16	agent	白浜温泉でご入浴をご希望でしたら、その付近の旅館でお探ししましょうか？		0	0	0	
9953	192	17	user	そうですね、白浜温泉に入れる旅館で、レンタカーで行くので、駐車場が使える所がいいです。	要求	0	0	0	
9954	192	18	agent	かしこまりました。		0	0	0	
9955	192	19	agent	駐車場貸出サービスがあるのも条件に加えておきますね。		0	0	0	
9956	192	20	agent	お食事の方はいかがなさいましょうか？		0	0	0	
9957	192	21	user	食事は２組の夫婦揃ってみんなでいただきたいので、旅館内のレストランなどでいただきたいです。	要求	0	0	0	
9958	192	22	user	朝と夕食どちらも付いているとありがたいです。	要求	0	0	0	
9959	192	23	agent	かしこまりました。		0	0	0	
9960	192	24	agent	その条件でお探ししますね。		0	0	0	
9961	192	25	agent	大人４名様でしたら、お酒の飲み放題はいかがなさいましょうか？		0	0	0	
9962	192	26	user	そんなのあるんですか？	確認	0	0	0	
9963	192	27	user	あればぜひお願いしたいです。	はい	0	0	0	
9964	192	28	agent	お酒の飲み放題があるのも条件に加えて、お探ししますね。		0	0	0	
9965	192	29	agent	他にご要望はございますか？		0	0	0	
9966	192	30	user	言い忘れていましたが、２組の夫婦なので、部屋は別々にして欲しいです。	要求	0	0	0	
9967	192	31	user	階違いなどでも構いませんので、２部屋とっていただきたいです。	要求	0	0	0	
9968	192	32	agent	２部屋ですね。		0	0	0	
9969	192	33	agent	かしこまりました。		0	0	0	
9970	192	34	agent	それでは、以下のご希望条件に合うお宿をお探しいたします。		0	0	0	
9971	192	35	agent	・行先は和歌山県		0	0	0	
9972	192	36	agent	・人数は大人４人		0	0	0	
9973	192	37	agent	・日程は６月中旬に４泊		0	0	0	
9974	192	38	agent	・予算は１人１泊１万円前後		0	0	0	
9975	192	39	agent	・宿は旅館		0	0	0	
9976	192	40	agent	・白浜温泉付近にある		0	0	0	
9977	192	41	agent	・駐車場貸出サービスがある		0	0	0	
9978	192	42	agent	・朝夕食事付き		0	0	0	
9979	192	43	agent	・旅館内のレストランで食事を希望		0	0	0	
9980	192	44	agent	・お酒の飲み放題がある		0	0	0	
9981	192	45	agent	・部屋は２部屋		0	0	0	
